Band,Min,Max,Mean,Median,Std,Valid Pixels,Total Pixels
DNB_BRDF_Corrected_NTL,8.033178164623678e-05,10.209603309631348,0.13475985947041835,0.12780217826366425,0.10758691708707004,70151,280521
DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,280521
Gap_Filled_DNB_BRDF_Corrected_NTL,8.033178164623678e-05,25.209232330322266,0.14032850098934865,0.12392067164182663,0.263628070825276,89614,280521
Latest_High_Quality_Retrieval,0.0,28.0,1.0512548682639409,0.0,2.5155542431162985,89611,280521
Mandatory_Quality_Flag,0.0,1.0,0.0002565893572436601,0.0,0.01601635161781263,70151,280521
QF_Cloud_Mask,34.0,2298.0,169.763072734171,50.0,430.89066212989627,89614,280521
Snow_Flag,0.0,1.0,0.0010489432454750373,0.0,0.03237040258542995,89614,280521
